Index;Administradora;Tabela de recebimento;Cargo;1 Periodo valor qtd vendas;1 Qtd. Cotas Inicial;1 Qtd. Cotas Final;1 Data inicial;1 Data final;1 Parc 1;1 Parc 2;1 Parc 3;1 Parc 4;1 Parc 5;1 Parc 6;1 Parc 7;1 Parc 8;1 Parc 9;1 Parc 10;2 Periodo valor qtd vendas;2 Qtd. Cotas Inicial;2 Qtd. Cotas Final;2 Data inicial;2 Data final;2 Parc 1;2 Parc 2;2 Parc 3;2 Parc 4;2 Parc 5;2 Parc 6;2 Parc 7;2 Parc 8;2 Parc 9;2 Parc 10;3 Periodo valor qtd vendas;3 Qtd. Cotas Inicial;3 Qtd. Cotas Final;3 Data inicial;3 Data final;3 Parc 1;3 Parc 2;3 Parc 3;3 Parc 4;3 Parc 5;3 Parc 6;3 Parc 7;3 Parc 8;3 Parc 9;3 Parc 10;4 Periodo valor qtd vendas;4 Qtd. Cotas Inicial;4 Qtd. Cotas Final;4 Data inicial;4 Data final;4 Parc 1;4 Parc 2;4 Parc 3;4 Parc 4;4 Parc 5;4 Parc 6;4 Parc 7;4 Parc 8;4 Parc 9;4 Parc 10;5 Periodo valor qtd vendas;5 Qtd. Cotas Inicial;5 Qtd. Cotas Final;5 Data inicial;5 Data final;5 Parc 1;5 Parc 2;5 Parc 3;5 Parc 4;5 Parc 5;5 Parc 6;5 Parc 7;5 Parc 8;5 Parc 9;5 Parc 10
000524;RODOBENS;TABELA AUTOMOVEL RODOBENS;TIPO DN 2 - JUNHO2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000525;RODOBENS;TABELA AUTOMOVEL RODOBENS;VENDEDOR DE PARCEIRO - DEZ/17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000526;RODOBENS;TABELA AUTOMOVEL RODOBENS;VENDEDOR DE PARCEIRO - JAN/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000527;RODOBENS;TABELA CAMINHÃO RODOBENS;CARGO ZERADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000528;RODOBENS;TABELA CAMINHÃO RODOBENS;CONSULTOR 007 - EQ. INTERNAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000529;RODOBENS;TABELA CAMINHÃO RODOBENS;CONSULTOR AUTÔNOMO - MEI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000530;RODOBENS;TABELA CAMINHÃO RODOBENS;CONSULTOR CLT - A PARTIR JAN-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000531;RODOBENS;TABELA CAMINHÃO RODOBENS;CONSULTOR DE PARCEIRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000532;RODOBENS;TABELA CAMINHÃO RODOBENS;CONSULTOR FREE LANCER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000533;RODOBENS;TABELA CAMINHÃO RODOBENS;CONSULTOR INSIDE SALES CLT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000534;RODOBENS;TABELA CAMINHÃO RODOBENS;CONSULTOR INTERNO INSIDE SALES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000535;RODOBENS;TABELA CAMINHÃO RODOBENS;CONSULTOR MEI - CONTRATO TEMPORÁRIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000536;RODOBENS;TABELA CAMINHÃO RODOBENS;CONSULTOR TELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000537;RODOBENS;TABELA CAMINHÃO RODOBENS;FUNCIONARIO/ESTAGIÁRIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000538;RODOBENS;TABELA CAMINHÃO RODOBENS;GERENTE EQUIPE INTERNA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000539;RODOBENS;TABELA CAMINHÃO RODOBENS;PARCEIRINHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000540;RODOBENS;TABELA CAMINHÃO RODOBENS;PARCEIRINHO - SUPERVISOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000541;RODOBENS;TABELA CAMINHÃO RODOBENS;PARCEIRINHO RODRIGO - FREE LANCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000542;RODOBENS;TABELA CAMINHÃO RODOBENS;PARCEIRINHO SOBRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000543;RODOBENS;TABELA CAMINHÃO RODOBENS;PARCEIRO FERREIRA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000544;RODOBENS;TABELA CAMINHÃO RODOBENS;PARCEIRO TIPO DN A PARTIR 19-07-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000545;RODOBENS;TABELA CAMINHÃO RODOBENS;PARCEIROS EMPRESA - CONTRATOS A PARTIR JAN-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000546;RODOBENS;TABELA CAMINHÃO RODOBENS;PARCEIROS EMPRESAS - CONTRATO ATÉ DEZ-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000547;RODOBENS;TABELA CAMINHÃO RODOBENS;REPRESENTANTE - COM CONSULTOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000548;RODOBENS;TABELA CAMINHÃO RODOBENS;REPRESENTANTE DN - 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000549;RODOBENS;TABELA CAMINHÃO RODOBENS;REPRESENTAÇÃO - EDUARDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000550;RODOBENS;TABELA CAMINHÃO RODOBENS;REPRESENTAÇÃO - LOCARFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000551;RODOBENS;TABELA CAMINHÃO RODOBENS;SUPERVISOR CLT - INSIDE SALES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000552;RODOBENS;TABELA CAMINHÃO RODOBENS;SUPERVISOR EQUIPE CLT - JUNIOR A PARTIR DE 19/06/2018 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000553;RODOBENS;TABELA CAMINHÃO RODOBENS;SUPERVISOR EQUIPE CLT - PLENO ATE DEZ 2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000554;RODOBENS;TABELA CAMINHÃO RODOBENS;SUPERVISOR TELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000555;RODOBENS;TABELA CAMINHÃO RODOBENS;TIPO DN 2 - JUNHO2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000556;RODOBENS;TABELA CAMINHÃO RODOBENS;VENDEDOR DE PARCEIRO - DEZ/17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000557;RODOBENS;TABELA CAMINHÃO RODOBENS;VENDEDOR DE PARCEIRO - JAN/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000558;VOLKSWAGEN;TABELA NORMAL;CARGO ZERADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000559;VOLKSWAGEN;TABELA NORMAL;CONSULTOR 007 - EQ. INTERNAS;Período Venda: 01/05/2023 à 31/05/2033 - Valor Vendas: 0,01 à 100.000,00;0,01;100.000,00;01/05/2023;31/05/2033;0.7;0.2;;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000560;VOLKSWAGEN;TABELA NORMAL;CONSULTOR AUTÔNOMO - MEI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000561;VOLKSWAGEN;TABELA NORMAL;CONSULTOR CLT - A PARTIR JAN-2018;Período Venda: 20/12/2023 à 31/01/2034 - Valor Vendas: 0,00 à 199.999,99;0,00;199.999,99;20/12/2023;31/01/2034;0.6;;;;;;;;;;Período Venda: 20/12/2023 à 31/01/2034 - Valor Vendas: 200.000,00 à 399.999,99;200.000,00;399.999,99;20/12/2023;31/01/2034;0.6;0.1;;;0.1;;;;;;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 400.000,00 à 549.999,99;400.000,00;549.999,99;20/12/2023;31/01/2033;0.6;0.15;;;0.2;;;;;;Período Venda: 20/12/2023 à 31/01/2034 - Valor Vendas: 550.000,00 à 799.999,99;550.000,00;799.999,99;20/12/2023;31/01/2034;0.6;0.2;;;0.3;;;;;;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 800.000,00 à 3.000.000,00;800.000,00;3.000.000,00;20/12/2023;31/01/2033;0.6;0.2;;;0.5;;;;;
000562;VOLKSWAGEN;TABELA NORMAL;CONSULTOR DE PARCEIRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000563;VOLKSWAGEN;TABELA NORMAL;CONSULTOR FREE LANCER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000564;VOLKSWAGEN;TABELA NORMAL;CONSULTOR INSIDE SALES CLT;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 0,00 à 199.999,99;0,00;199.999,99;20/12/2023;31/01/2033;0.4;;;;;;;;;;Período Venda: 20/12/2023 à 31/12/2032 - Valor Vendas: 200.000,00 à 399.999,99;200.000,00;399.999,99;20/12/2023;31/12/2032;0.4;0.1;;;0.1;;;;;;Período Venda: 20/12/2023 à 31/01/2034 - Valor Vendas: 400.000,00 à 549.999,99;400.000,00;549.999,99;20/12/2023;31/01/2034;0.4;0.15;;;0.2;;;;;;Período Venda: 20/12/2023 à 28/02/2034 - Valor Vendas: 550.000,00 à 799.999,99;550.000,00;799.999,99;20/12/2023;28/02/2034;0.4;0.2;;;0.3;;;;;;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 800.000,00 à 3.000.000,00;800.000,00;3.000.000,00;20/12/2023;31/01/2033;0.4;0.2;;;0.5;;;;;
000565;VOLKSWAGEN;TABELA NORMAL;CONSULTOR INTERNO INSIDE SALES;Período Venda: 20/12/2023 à 31/01/2034 - Valor Vendas: 0,00 à 199.999,99;0,00;199.999,99;20/12/2023;31/01/2034;0.4;0.0;;;0.0;;;;;;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 200.000,00 à 399.999,99;200.000,00;399.999,99;20/12/2023;31/01/2033;0.4;0.1;;;0.1;;;;;;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 400.000,00 à 549.999,99;400.000,00;549.999,99;20/12/2023;31/01/2033;0.4;0.15;;;0.2;;;;;;Período Venda: 20/12/2023 à 31/01/2034 - Valor Vendas: 550.000,00 à 799.999,99;550.000,00;799.999,99;20/12/2023;31/01/2034;0.4;0.2;;;0.3;;;;;;Período Venda: 20/12/2023 à 31/01/2034 - Valor Vendas: 800.000,00 à 3.000.000,00;800.000,00;3.000.000,00;20/12/2023;31/01/2034;0.4;0.2;;;0.5;;;;;
000566;VOLKSWAGEN;TABELA NORMAL;CONSULTOR MEI - CONTRATO TEMPORÁRIO;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 0,00 à 199.999,99;0,00;199.999,99;20/12/2023;31/01/2033;0.6;;;;;;;;;;Período Venda: 20/12/2023 à 31/01/2034 - Valor Vendas: 200.000,00 à 399.999,99;200.000,00;399.999,99;20/12/2023;31/01/2034;0.6;0.1;;;0.1;;;;;;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 400.000,00 à 549.999,99;400.000,00;549.999,99;20/12/2023;31/01/2033;0.6;0.15;;;0.2;;;;;;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 550.000,00 à 799.999,99;550.000,00;799.999,99;20/12/2023;31/01/2033;0.6;0.2;;;0.3;;;;;;Período Venda: 20/12/2023 à 31/01/2034 - Valor Vendas: 800.000,00 à 3.000.000,00;800.000,00;3.000.000,00;20/12/2023;31/01/2034;0.6;0.2;;;0.5;;;;;
000567;VOLKSWAGEN;TABELA NORMAL;CONSULTOR TELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000568;VOLKSWAGEN;TABELA NORMAL;FUNCIONARIO/ESTAGIÁRIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000569;VOLKSWAGEN;TABELA NORMAL;GERENTE EQUIPE INTERNA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000570;VOLKSWAGEN;TABELA NORMAL;PARCEIRINHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000571;VOLKSWAGEN;TABELA NORMAL;PARCEIRINHO - SUPERVISOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000572;VOLKSWAGEN;TABELA NORMAL;PARCEIRINHO RODRIGO - FREE LANCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000573;VOLKSWAGEN;TABELA NORMAL;PARCEIRINHO SOBRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000574;VOLKSWAGEN;TABELA NORMAL;PARCEIRO FERREIRA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000575;VOLKSWAGEN;TABELA NORMAL;PARCEIRO TIPO DN A PARTIR 19-07-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000576;VOLKSWAGEN;TABELA NORMAL;PARCEIROS EMPRESA - CONTRATOS A PARTIR JAN-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000577;VOLKSWAGEN;TABELA NORMAL;PARCEIROS EMPRESAS - CONTRATO ATÉ DEZ-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000578;VOLKSWAGEN;TABELA NORMAL;REPRESENTANTE - COM CONSULTOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000579;VOLKSWAGEN;TABELA NORMAL;REPRESENTANTE DN - 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000580;VOLKSWAGEN;TABELA NORMAL;REPRESENTAÇÃO - EDUARDO;Período Venda: 01/12/2023 à 31/01/2034 - Qtd. Vendas: 0 à 100;0;100;01/12/2023;31/01/2034;1.25;0.5;0.5;0.5;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000581;VOLKSWAGEN;TABELA NORMAL;REPRESENTAÇÃO - LOCARFLEX;Período Venda: 01/12/2023 à 31/01/2034 - Qtd. Vendas: 0 à 100;0;100;01/12/2023;31/01/2034;1.25;0.5;0.5;0.5;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000582;VOLKSWAGEN;TABELA NORMAL;SUPERVISOR CLT - INSIDE SALES;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 1.500.000,00 à 1.999.999,99;1.500.000,00;1.999.999,99;20/01/2024;31/03/2034;0.05;0.1;;;0.05;;;;;;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 2.000.000,00 à 2.999.999,99;2.000.000,00;2.999.999,99;20/01/2024;31/03/2034;0.1;0.1;;;0.05;;;;;;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 3.000.000,00 à 15.000.000,00;3.000.000,00;15.000.000,00;20/01/2024;31/03/2034;0.1;0.1;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000583;VOLKSWAGEN;TABELA NORMAL;SUPERVISOR EQUIPE CLT - JUNIOR A PARTIR DE 19/06/2018 ;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 1.500.000,00 à 1.999.999,99;1.500.000,00;1.999.999,99;20/01/2024;31/03/2034;0.05;0.1;;;0.05;;;;;;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 2.000.000,00 à 2.999.999,99;2.000.000,00;2.999.999,99;20/01/2024;31/03/2034;0.1;0.1;;;0.05;;;;;;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 3.000.000,00 à 15.000.000,00;3.000.000,00;15.000.000,00;20/01/2024;31/03/2034;0.1;0.1;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000584;VOLKSWAGEN;TABELA NORMAL;SUPERVISOR EQUIPE CLT - PLENO ATE DEZ 2017;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 1.500.000,00 à 1.999.999,99;1.500.000,00;1.999.999,99;20/01/2024;31/03/2034;0.05;0.1;;;0.1;;;;;;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 2.000.000,00 à 2.999.999,99;2.000.000,00;2.999.999,99;20/01/2024;31/03/2034;0.1;0.1;;;0.05;;;;;;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 3.000.000,00 à 15.000.000,00;3.000.000,00;15.000.000,00;20/01/2024;31/03/2034;0.1;0.1;;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000585;VOLKSWAGEN;TABELA NORMAL;SUPERVISOR TELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000586;VOLKSWAGEN;TABELA NORMAL;TIPO DN 2 - JUNHO2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000587;VOLKSWAGEN;TABELA NORMAL;VENDEDOR DE PARCEIRO - DEZ/17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000588;VOLKSWAGEN;TABELA NORMAL;VENDEDOR DE PARCEIRO - JAN/2018;Período Venda: 01/12/2023 à 31/12/2032 - Qtd. Vendas: 0 à 100;0;100;01/12/2023;31/12/2032;1.25;0.5;0.5;0.5;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000589;VOLKSWAGEN;TABELA 100 MESES;CARGO ZERADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000590;VOLKSWAGEN;TABELA 100 MESES;CONSULTOR 007 - EQ. INTERNAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000591;VOLKSWAGEN;TABELA 100 MESES;CONSULTOR AUTÔNOMO - MEI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000592;VOLKSWAGEN;TABELA 100 MESES;CONSULTOR CLT - A PARTIR JAN-2018;Período Venda: 20/12/2023 à 30/04/2034 - Valor Vendas: 0,00 à 199.999,99;0,00;199.999,99;20/12/2023;30/04/2034;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;Período Venda: 20/12/2023 à 30/04/2033 - Valor Vendas: 200.000,00 à 399.999,99;200.000,00;399.999,99;20/12/2023;30/04/2033;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;Período Venda: 20/12/2023 à 30/04/2033 - Valor Vendas: 400.000,00 à 549.999,99;400.000,00;549.999,99;20/12/2023;30/04/2033;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;Período Venda: 20/12/2023 à 30/04/2034 - Valor Vendas: 550.000,00 à 799.999,99;550.000,00;799.999,99;20/12/2023;30/04/2034;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;Período Venda: 20/12/2023 à 30/04/2033 - Valor Vendas: 800.000,00 à 3.000.000,00;800.000,00;3.000.000,00;20/12/2023;30/04/2033;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13
000593;VOLKSWAGEN;TABELA 100 MESES;CONSULTOR DE PARCEIRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000594;VOLKSWAGEN;TABELA 100 MESES;CONSULTOR FREE LANCER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000595;VOLKSWAGEN;TABELA 100 MESES;CONSULTOR INSIDE SALES CLT;Período Venda: 20/12/2023 à 30/04/2034 - Valor Vendas: 0,00 à 199.999,99;0,00;199.999,99;20/12/2023;30/04/2034;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;Período Venda: 20/12/2023 à 30/04/2034 - Valor Vendas: 200.000,00 à 399.999,99;200.000,00;399.999,99;20/12/2023;30/04/2034;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;Período Venda: 20/12/2023 à 30/04/2034 - Valor Vendas: 400.000,00 à 549.999,99;400.000,00;549.999,99;20/12/2023;30/04/2034;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;Período Venda: 20/12/2023 à 30/04/2034 - Valor Vendas: 550.000,00 à 799.999,99;550.000,00;799.999,99;20/12/2023;30/04/2034;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;Período Venda: 20/12/2023 à 30/04/2033 - Valor Vendas: 800.000,00 à 3.000.000,00;800.000,00;3.000.000,00;20/12/2023;30/04/2033;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13
000596;VOLKSWAGEN;TABELA 100 MESES;CONSULTOR INTERNO INSIDE SALES;Período Venda: 20/12/2023 à 30/04/2034 - Valor Vendas: 0,00 à 199.999,99;0,00;199.999,99;20/12/2023;30/04/2034;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;Período Venda: 20/12/2023 à 30/04/2033 - Valor Vendas: 200.000,00 à 399.999,99;200.000,00;399.999,99;20/12/2023;30/04/2033;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;Período Venda: 20/12/2023 à 30/04/2033 - Valor Vendas: 400.000,00 à 549.999,99;400.000,00;549.999,99;20/12/2023;30/04/2033;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;Período Venda: 20/12/2023 à 30/04/2033 - Valor Vendas: 550.000,00 à 799.999,99;550.000,00;799.999,99;20/12/2023;30/04/2033;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;Período Venda: 20/12/2023 à 30/04/2033 - Valor Vendas: 800.000,00 à 3.000.000,00;800.000,00;3.000.000,00;20/12/2023;30/04/2033;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.13
